[ID],DescriptorId,Modules,_ShortDatabaseName,ClassNameForDebug,StickToGround,HitRollSizeModifier,NameInMenuToken,Category,TypeForAcknow,MotherCountry,MaxPacks,Factory,ProductionPrice,MaxDeployableAmount,ShowInMenu,TextureForInterface,TextureMotherCountryForInterface,UnitTypeTokens,Nationalite,Key,WorldIndex,UnitMovingType
45277,00000000-0000-0000-0300-000005040000,Collection[9],Descriptor_Company_AMX_10_P,Company_AMX_10_P,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45281,00000000-0000-0000-0300-000006040000,Collection[8],Descriptor_Company_AMX_10_P_HOT,Company_AMX_10_P_HOT,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45285,00000000-0000-0000-0300-000007040000,Collection[8],Descriptor_Company_AMX_10_P_Milan,Company_AMX_10_P_Milan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45290,00000000-0000-0000-0300-000008040000,Collection[8],Descriptor_Company_AMX_10_RC,Company_AMX_10_RC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45295,00000000-0000-0000-0300-000009040000,Collection[8],Descriptor_Company_AMX_10_RC_Surblindage,Company_AMX_10_RC_Surblindage,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45301,00000000-0000-0000-0300-00000a040000,Collection[8],Descriptor_Company_AMX_13_90,Company_AMX_13_90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45306,00000000-0000-0000-0300-00000b040000,Collection[8],Descriptor_Company_AMX_13_DCA,Company_AMX_13_DCA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45310,00000000-0000-0000-0300-00000c040000,Collection[8],Descriptor_Company_AMX_13_Harpon,Company_AMX_13_Harpon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45315,00000000-0000-0000-0300-00000d040000,Collection[8],Descriptor_Company_AMX_30B,Company_AMX_30B,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45321,00000000-0000-0000-0300-00000e040000,Collection[8],Descriptor_Company_AMX_30B2,Company_AMX_30B2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45327,00000000-0000-0000-0300-00000f040000,Collection[8],Descriptor_Company_AMX_30B_valorise,Company_AMX_30B_valorise,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45332,00000000-0000-0000-0300-000010040000,Collection[8],Descriptor_Company_AMX_30Brennus,Company_AMX_30Brennus,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45338,00000000-0000-0000-0300-000011040000,Collection[8],Descriptor_Company_AMX_30_ROLAND,Company_AMX_30_ROLAND,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45343,00000000-0000-0000-0300-000012040000,Collection[8],Descriptor_Company_AMX_30_ROLAND_2,Company_AMX_30_ROLAND_2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45347,00000000-0000-0000-0300-000013040000,Collection[8],Descriptor_Company_AMX_32,Company_AMX_32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45353,00000000-0000-0000-0300-000014040000,Collection[8],Descriptor_Company_AMX_40,Company_AMX_40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45359,00000000-0000-0000-0300-000015040000,Collection[8],Descriptor_Company_AMX_AuF1,Company_AMX_AuF1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45365,00000000-0004-0000-0300-0000eb030000,Collection[8],Descriptor_Company_AMX_PRAT_NL,Company_AMX_PRAT_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45369,00000000-0004-0000-0300-0000ec030000,Collection[9],Descriptor_Company_AMX_PRI_NL,Company_AMX_PRI_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45373,00000000-0004-0000-0300-0000ed030000,Collection[8],Descriptor_Company_AMX_PRVR_NL,Company_AMX_PRVR_NL,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45376,00000000-0000-0000-0300-000016040000,Collection[9],Descriptor_Company_ANZ_90_Commando,Company_ANZ_90_Commando,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45382,00000000-0000-0000-0300-000017040000,Collection[9],Descriptor_Company_ANZ_90_Diggers,Company_ANZ_90_Diggers,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45388,00000000-0000-0000-0300-000018040000,Collection[9],Descriptor_Company_ANZ_CMD_Squad,Company_ANZ_CMD_Squad,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45394,00000000-0000-0000-0300-000019040000,Collection[9],Descriptor_Company_ANZ_Commando,Company_ANZ_Commando,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45400,00000000-0000-0000-0300-00001a040000,Collection[9],Descriptor_Company_ANZ_Diggers,Company_ANZ_Diggers,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45406,00000000-0000-0000-0300-00001b040000,Collection[9],Descriptor_Company_ANZ_MILAN,Company_ANZ_MILAN,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45412,00000000-0000-0000-0300-00001c040000,Collection[9],Descriptor_Company_ANZ_MRAAW,Company_ANZ_MRAAW,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45418,00000000-0000-0000-0300-00001d040000,Collection[9],Descriptor_Company_ANZ_NZSAS,Company_ANZ_NZSAS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45424,00000000-0000-0000-0300-00001e040000,Collection[9],Descriptor_Company_ANZ_Pioniers,Company_ANZ_Pioniers,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45430,00000000-0000-0000-0300-00001f040000,Collection[9],Descriptor_Company_ANZ_RBS70,Company_ANZ_RBS70,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45436,00000000-0000-0000-0300-000020040000,Collection[9],Descriptor_Company_ANZ_Redeye,Company_ANZ_Redeye,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45442,00000000-0000-0000-0300-000021040000,Collection[9],Descriptor_Company_ANZ_SASR,Company_ANZ_SASR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45448,00000000-0000-0000-0300-000022040000,Collection[9],Descriptor_Company_ANZ_Scouts,Company_ANZ_Scouts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45454,00000000-0000-0000-0300-000023040000,Collection[8],Descriptor_Company_AS90_Braveheart_UK,Company_AS90_Braveheart_UK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45459,00000000-0000-0000-0300-000024040000,Collection[8],Descriptor_Company_ASLAV25_ANZ,Company_ASLAV25_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45464,00000000-0000-0000-0300-000025040000,Collection[8],Descriptor_Company_ASLAV25_FSV_ANZ,Company_ASLAV25_FSV_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45469,00000000-0000-0000-0300-000026040000,Collection[8],Descriptor_Company_ASLAV25_TOW_ANZ,Company_ASLAV25_TOW_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45474,00000000-0000-0000-0300-000027040000,Collection[8],Descriptor_Company_ASLAV_C,Company_ASLAV_C,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45479,00000000-0000-0000-0300-000028040000,Collection[9],Descriptor_Company_ASLAV_PC_ANZ,Company_ASLAV_PC_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45483,00000000-0000-0000-0300-000029040000,Collection[8],Descriptor_Company_ASLAV_S_ANZ,Company_ASLAV_S_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45488,00000000-0000-0000-0300-00002a040000,Collection[8],Descriptor_Company_ASU_85,Company_ASU_85,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45493,00000000-0000-0000-0300-00002b040000,Collection[8],Descriptor_Company_ASU_85M,Company_ASU_85M,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45498,00000000-0000-0000-0300-00002c040000,Collection[9],Descriptor_Company_ATGM_Milan_F1,Company_ATGM_Milan_F1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45504,00000000-0000-0000-0300-00002d040000,Collection[9],Descriptor_Company_ATGM_Milan_F2,Company_ATGM_Milan_F2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45510,00000000-0000-0000-0300-00002e040000,Collection[9],Descriptor_Company_ATGM_Milan_F2A,Company_ATGM_Milan_F2A,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45516,00000000-0000-0000-0300-00002f040000,Collection[9],Descriptor_Company_ATGM_Dragon,Company_ATGM_Dragon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45522,00000000-0000-0000-0300-000030040000,Collection[9],Descriptor_Company_ATGM_Dragon_II,Company_ATGM_Dragon_II,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45528,00000000-0000-0000-0300-000031040000,Collection[8],Descriptor_Company_ATS100,Company_ATS100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45532,00000000-0000-0000-0300-000032040000,Collection[8],Descriptor_Company_AVGP_Cougar,Company_AVGP_Cougar,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45536,00000000-0000-0000-0300-000033040000,Collection[8],Descriptor_Company_AVGP_Cougar_Reco,Company_AVGP_Cougar_Reco,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45540,00000000-0000-0000-0300-000034040000,Collection[9],Descriptor_Company_AVGP_Grizzly,Company_AVGP_Grizzly,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45544,00000000-0000-0000-0300-000035040000,Collection[8],Descriptor_Company_AVGP_Grizzly_HQ,Company_AVGP_Grizzly_HQ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45548,00000000-0005-0000-0300-0000e8030000,Collection[9],Descriptor_Company_Achzarit,Company_Achzarit,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45555,00000000-0005-0000-0300-0000e9030000,Collection[8],Descriptor_Company_Achzarit_Pikud,Company_Achzarit_Pikud,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5
45558,00000000-0000-0000-0300-000036040000,Collection[8],Descriptor_Company_Alvis_Stalwart,Company_Alvis_Stalwart,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45561,00000000-0000-0000-0300-000037040000,Collection[9],Descriptor_Company_Alvis_Stalwart_ANZ,Company_Alvis_Stalwart_ANZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45564,00000000-0000-0000-0300-000038040000,Collection[9],Descriptor_Company_Alvis_Stalwart_UK,Company_Alvis_Stalwart_UK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45567,00000000-0000-0000-0300-000039040000,Collection[8],Descriptor_Company_Amfibiebil_101,Company_Amfibiebil_101,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45570,00000000-0003-0000-0300-0000e9030000,Collection[9],Descriptor_Company_Amfibiebil_TRANS,Company_Amfibiebil_TRANS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7
45573,00000000-0000-0000-0300-00003a040000,Collection[9],Descriptor_Company_Assault_Engineers,Company_Assault_Engineers,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45579,00000000-0000-0000-0300-00003b040000,Collection[8],Descriptor_Company_AufkPz_BRM1,Company_AufkPz_BRM1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45584,00000000-0000-0000-0300-00003c040000,Collection[8],Descriptor_Company_AufklFz_UAZ,Company_AufklFz_UAZ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45587,00000000-0000-0000-0300-00003d040000,Collection[8],Descriptor_Company_AufklFz_UAZ_KPV,Company_AufklFz_UAZ_KPV,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45591,00000000-000b-0000-0300-0000e8030000,Collection[9],Descriptor_Company_B10_UNITA_SA,Company_B10_UNITA_SA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1
45597,00000000-0001-0000-0300-0000e8030000,Collection[8],Descriptor_Company_BAL_SSM,Company_BAL_SSM,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45602,00000000-0000-0000-0300-00003e040000,Collection[8],Descriptor_Company_BJ212_type56_CHI,Company_BJ212_type56_CHI,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45606,00000000-0000-0000-0300-00003f040000,Collection[8],Descriptor_Company_BM21_GRAD,Company_BM21_GRAD,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45610,00000000-0001-0000-0300-0000e9030000,Collection[8],Descriptor_Company_BM27_RDA,Company_BM27_RDA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45614,00000000-0000-0000-0300-000040040000,Collection[8],Descriptor_Company_BM27_Uragan,Company_BM27_Uragan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45618,00000000-0000-0000-0300-000041040000,Collection[8],Descriptor_Company_BM30_Smerch,Company_BM30_Smerch,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3
45622,00000000-0000-0000-0300-000042040000,Collection[8],Descriptor_Company_BMD1K_URSS,Company_BMD1K_URSS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
45626,00000000-0000-0000-0300-000043040000,Collection[9],Descriptor_Company_BMD1P_URSS,Company_BMD1P_URSS,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8
